timestamp,region,epoch,train_loss,val_loss,train_temp_loss,val_temp_loss,train_precip_loss,val_precip_loss,train_wind_loss,val_wind_loss,lr,best_val_loss
2026-01-07T23:35:24.240617,northeast,1,0.07681512463265265,0.025560633503716356,0.04090628214787576,0.004402445545114142,0.03621943772762796,0.02824533138641693,0.03559824757828409,0.014071044595368261,0.0009997557473810372,inf
2026-01-07T23:39:13.652270,northeast,2,0.026738128114034986,0.02616550781539757,0.005301246095652379,0.005348949151854608,0.029511903087997917,0.027517511322414572,0.013361860908719575,0.014115606008070337,0.0009990232305719946,0.025560633503716356
2026-01-07T23:43:03.234158,northeast,3,0.023907547322854276,0.022631601246930387,0.004833743335446556,0.0043136569956847785,0.026918114622891263,0.025590757662634345,0.011229493364066308,0.011045130814364465,0.0009978031724785247,0.025560633503716356
2026-01-07T23:46:54.467625,northeast,4,0.02206306428881149,0.021358038914002425,0.0041111109708840575,0.0035262500444923385,0.02572249456296853,0.02533117028456317,0.010181412063300446,0.01033240743491282,0.0009960967771506667,0.022631601246930387
2026-01-07T23:50:41.837055,northeast,5,0.02010043326097269,0.019197191798338925,0.002920019795243907,0.0018298877118474864,0.025129173265400276,0.024812303663632514,0.009231653727620009,0.009922304508500616,0.0009939057285945933,0.021358038914002425
2026-01-07T23:54:24.268406,northeast,6,0.019163047999215175,0.01789474238158904,0.0024265561318122983,0.0016748982708540874,0.024791280237134727,0.024409430373432864,0.008681703467741745,0.008030257760513112,0.0009912321891107012,0.019197191798338925
2026-01-07T23:58:07.570586,northeast,7,0.01848166896761391,0.018354348919905016,0.0022155263572262406,0.0016312884140494586,0.024339479893362465,0.024267340762146414,0.008192805329436557,0.00917878023002052,0.0009880787971596802,0.01789474238158904
2026-01-08T00:01:51.314562,northeast,8,0.018061034397153085,0.017482694919921295,0.002104086911487704,0.0018023653956466647,0.02401495821030993,0.02392047043060408,0.007898936752819568,0.007440188634515244,0.0009844486647586726,0.01789474238158904
2026-01-08T00:05:32.221492,northeast,9,0.01732187814821386,0.016862806374628614,0.0018778937624440225,0.0014936823748820291,0.02346680073552379,0.023851230312274756,0.007421167987234352,0.006887017737353479,0.000980345374410087,0.017482694919921295
2026-01-08T00:09:13.943113,northeast,10,0.016650880200614556,0.015958847574903255,0.0017828213028115122,0.0013474117695561263,0.022876442372347316,0.023021917635520552,0.0068596753850749675,0.006200953963702123,0.0009757729755661012,0.016862806374628614
2026-01-08T00:12:56.618932,northeast,11,0.01585925323526526,0.015316888681497344,0.0015673479222667412,0.0012045936286364457,0.022244866608496335,0.02248287425940707,0.0063389440124414775,0.005741715782158838,0.0009707359806323418,0.015958847574903255
2026-01-08T00:16:39.808811,northeast,12,0.015192624684022731,0.014515259702533593,0.001453143334963503,0.001123001989118252,0.021675883301969172,0.021488532388283715,0.00580307940685353,0.005295983117148552,0.0009652393605146846,0.015316888681497344
2026-01-08T00:20:23.529132,northeast,13,0.014441849102546468,0.013808950338254336,0.0012924522481013467,0.0009824811966569727,0.021045333791263436,0.02092912890710426,0.00525345996555626,0.004723809391810783,0.0009592885397135708,0.014515259702533593
2026-01-08T00:24:07.131682,northeast,14,0.01380956765180769,0.013395956617161415,0.001169027448577503,0.0008944241961177071,0.02054891582122132,0.02068258927502826,0.004732164596475845,0.004320475457229373,0.0009528893909706799,0.013808950338254336
2026-01-08T00:27:51.933938,northeast,15,0.013275850186983339,0.012838341375595353,0.0010624125559706911,0.0008105579309036316,0.020116054319072776,0.02019810115911719,0.004310820958396456,0.0038574656937271357,0.0009460482294732424,0.013395956617161415
2026-01-08T00:31:36.245731,northeast,16,0.012838812578705542,0.012489395476129912,0.0009746323801095241,0.0008037962722821487,0.019762376656611805,0.019865153532434444,0.003965983731367123,0.0035060449566243447,0.0009387718066217127,0.012838341375595353
2026-01-08T00:35:22.865559,northeast,17,0.012469105852796796,0.012290200354517812,0.0008856982751817622,0.000684449716214512,0.019503063507261366,0.019657317927977355,0.003663751665968874,0.0035541833753962694,0.0009310673033669524,0.012489395476129912
2026-01-08T00:39:09.814696,northeast,18,0.01219592806955583,0.011796686597793858,0.0008290497835790304,0.0005838440081748744,0.019295773171962044,0.019398428545584972,0.0034379834009501454,0.003027256598600941,0.0009229423231234977,0.012290200354517812
2026-01-08T00:42:57.415059,northeast,19,0.011931055077383157,0.011866869109200083,0.0007750301622173835,0.0006994692728528413,0.019103590579028603,0.019347548809405552,0.003208459265522015,0.002987250810604624,0.0009144048842659084,0.011796686597793858
2026-01-08T00:46:44.304681,northeast,20,0.011775696970316201,0.011571057793432779,0.0007539819942931931,0.0005546585109890404,0.018974692765976943,0.019225763813014666,0.003068737154089473,0.0028070346639240094,0.0009054634122155993,0.011796686597793858
2026-01-08T00:50:31.800648,northeast,21,0.011580242936636601,0.0114518554633089,0.0007026280936678959,0.0005988907565007557,0.018852725560493146,0.019124243824817512,0.002902504106219227,0.0025816856051564053,0.0008961267311259671,0.011571057793432779
2026-01-08T00:54:19.246093,northeast,22,0.01142658947537545,0.011374168475260482,0.0006749289222830636,0.0005097421240715826,0.018725726100035037,0.019105956325457044,0.0027775950073745965,0.0026228963971022434,0.000886404055174016,0.0114518554633089
2026-01-08T00:58:06.947732,northeast,23,0.011314020751594597,0.011305810295616406,0.0006514875023385717,0.0005676748738139799,0.018634887180424893,0.018948506023462888,0.0026901793194984147,0.002527764759597498,0.0008763049794670778,0.011374168475260482
